,author_id,name
1,626222,Anita Diamant
3,9212,Jennifer Weiner
13,27397,Benjamin Hoff
24,3389,Stephen King
27,50873,L.J. Smith
46,1265,Jane Austen
51,16667,Isaac Asimov
53,1455,Ernest Hemingway
92,7314532,Sally Green
98,123715,Agatha Christie
100,11593,Beatrix Potter
128,16272,Michel Faber
155,4018722,Beth Revis
162,843200,Oliver Sacks
201,6466154,Kahlil Gibran
206,370361,Patrick Ness
209,11315,Evelyn Waugh
227,8164,Lewis Carroll
229,36346,Jennifer Donnelly
251,18540,T.S. Eliot
258,3137322,Fyodor Dostoyevsky
259,69892,Constance Garnett
271,854076,Robert Louis Stevenson
277,3354,Haruki Murakami
285,38569,Andrzej Sapkowski
309,12504,Karin Slaughter
322,669810,Jeaniene Frost
411,3080,Judith Viorst
420,2905297,Lauren Kate
445,11912,Jude Watson
454,21911,Melissa de la Cruz
470,7581,Kelley Armstrong
477,281810,Jojo Moyes
503,2383,Gillian Flynn
512,1026791,Carrie Brownstein
558,8993,O. Henry
576,3843,Kenneth Grahame
583,6474348,Pierce Brown
611,5158478,Anonymous
677,17015,P.C. Cast
678,17010,Kristin Cast
683,6378,Hans Christian Andersen
690,7340907,Sui Ishida
698,570218,Dalai Lama XIV
699,3486415,Amanda Hocking
701,569269,Jay Asher
719,3706,George Orwell
720,1194,Richard Dawkins
774,38550,Brandon Sanderson
803,285217,Johann Wolfgang von Goethe
825,1020792,Antoine de Saint-Exupery
846,4562483,Sylvain Reynard
893,1244,Mark Twain
917,1461,Gustave Flaubert
945,7195,John Boyne
959,5194,Michael Crichton
965,4191,Emily Bronte
967,865,Robert Greene
968,12331,Joost Elffers
979,1654,Terry Pratchett
992,13557729,Daniel Abraham
993,346732,George R.R. Martin
1004,2448,Arthur Conan Doyle
1012,13275,Charles Bukowski
1016,7128,Jodi Picoult
1017,880695,H.G. Wells
1022,656983,J.R.R. Tolkien
1037,1330292,Maggie Stiefvater
1049,13388,Shirley Jackson
1069,1411091,Tomo Kimura
1102,6252,Robert Jordan
1123,24758,Margaret Jull Costa
1140,9226,William Gibson
1150,65335,Michael Buckley
1161,12942,Judy Blume
1166,19879,Stephen Crane
1174,24902,Kelly Link
1179,874602,Ursula K. Le Guin
1187,589,Orson Scott Card
1192,142270,Lev Grossman
1212,27100,Michael Scott
1213,6765,Virginia Woolf
1221,4476934,Jennifer L. Armentrout
1227,133538,Christopher McDougall
1261,3780,James Patterson
1263,9987,Philippa Gregory
1305,2728589,Chris Kyle
1306,4998149,Scott McEwen
1307,2988,Jim DeFelice
1325,7799,Nathaniel Hawthorne
1369,585,John Steinbeck
1387,4074051,Rae Carson
1393,8347,Garth Nix
1394,4039811,Veronica Roth
1395,7770873,Sabaa Tahir
1397,4600197,Renee Ahdieh
1409,169377,Seth Grahame-Smith
1413,48192,Gena Showalter
1417,2740668,Dan Wells
1459,74046,D.J. MacHale
1465,6989,Rudyard Kipling
1489,38491,Christopher Yost
1492,61319,Pasqual Ferry
1529,172977,Malorie Blackman
1532,23613,Emma Donoghue
1549,1476,Doris Kearns Goodwin
1550,315737,Suzanne Toren
1555,4379,Sylvia Plath
1571,6492,Francine Rivers
1582,106,Madeleine L'Engle
1585,1462,Julian Barnes
1609,4699102,Unknown
1622,10074,Ellen Raskin
1627,2891665,Gail Carriger
1628,221559,Jeff Kinney
1638,3064305,Hugh Howey
1639,2345,Nicholas Sparks
1678,20248,J.R. Ward
1686,1588088,Maria Semple
1688,36122,Patricia C. Wrede
1698,8301425,Tyler Oakley
1719,28525,Washington Irving
1742,2450573,Monteiro Lobato
1786,5031312,Dante Alighieri
1795,2849,David Sedaris
1833,205,Robert A. Heinlein
1834,2987125,Kiera Cass
1835,15376492,Nathan  Hill
1860,1401,Stephen Hawking
1887,86404,E.M. Forster
1916,18015,Joss Whedon
1942,6331,Anne Perry
1991,10180,Roy Thomas
2082,4,Douglas Adams
2090,6542440,Elif Shafak
2091,3402862,mHmd drwysh
2092,6517464,lyf shfq
2118,239579,Charles Dickens
2151,1630,Ray Bradbury
2155,4725841,E.L. James
2166,7579036,Becky Albertalli
2170,58851,Hilary Mantel
2199,6244,Ridley Pearson
2209,4167378,Samantha Young
2245,47499,Paullina Simons
2268,696805,Jules Verne
2273,6876,Kim Edwards
2335,569,Khaled Hosseini
2338,81158,Caryl Phillips
2349,2987,Sarah Dessen
2356,276660,Joe Abercrombie
2387,3362,Eric Carle
2401,15905,Thomas Hardy
2432,5360335,Amie Kaufman
2433,4615776,Meagan Spooner
2445,324620,Laini Taylor
2491,4372391,S.C. Stephens
2496,1214964,Ta-Nehisi Coates
2520,1221698,Neil Gaiman
2550,2408,Ian McEwan
2552,3565,Oscar Wilde
2599,7116,Cecelia Ahern
2632,15873,Cornelia Funke
2636,1025097,Patricia Cornwell
2645,947,William Shakespeare
2674,4464118,Jamie McGuire
2696,18,Gary Paulsen
2750,173,George Eliot
2751,1235,Jon Krakauer
2881,22018,Mervyn Peake
2890,17061,Charlaine Harris
2939,1036615,Charlotte Bronte
2970,93575,Meg Rosoff
2981,1977,Tite Kubo
3015,8170,William  Boyd
3061,24678,Robin S. Sharma
3082,9013543,Ruth Ware
3090,3128534,Hablot Knight Browne
3110,36746,Lemony Snicket
3184,17054,Kim Harrison
3220,8596,Tamora Pierce
3294,4637539,Tahereh Mafi
3300,4339,David Foster Wallace
3316,3472,Margaret Atwood
3326,27498,Erin Hunter
3347,18479,Margaret Wise Brown
3375,1438,Walt Whitman
3432,57085,Ernest H. Shepard
3449,1192311,Claudia Gray
3475,1315,Louisa May Alcott
3521,15123,Carlo Collodi
3564,15481463,William Paul Young
3589,5132,Kate Chopin
3591,3535,William Faulkner
3592,29527,Charlotte Perkins Gilman
3595,15151,Zora Neale Hurston
3597,5144,James Joyce
3598,5223,Franz Kafka
3600,1240,Jack London
3602,13450,Gabriel Garcia Marquez
3605,881203,Willa Cather
3612,4624490,Edgar Allan Poe
3617,128382,Leo Tolstoy
3619,7380,Alice Walker
3621,15435,William Carlos Williams
3630,153394,Suzanne Collins
3692,811,Yann Martel
3704,7779,Arthur C. Clarke
3723,45922,Lionel Shriver
3736,167605,Guillermo del Toro
3737,202311,Chuck Hogan
3748,97313,Elizabeth Strout
3766,25307,Robin Hobb
3767,9237,Jacqueline Carey
3785,10420,Aleksandr Solzhenitsyn
3799,16,Edith Wharton
3802,10538,Carl Sagan
3804,2929,Nick Hornby
3808,11654,Meg Cabot
3812,6846,Christopher Paul Curtis
3818,1377,Raymond Chandler
3827,3534,Toni Morrison
3861,988142,E.B. White
3883,5869,Erik Larson
3979,3351454,Morgan Matson
3988,4872191,Abbi Glines
4011,7306,Jay Rubin
4012,403782,Philip Gabriel
4026,34049,John Flanagan
4063,706255,Stieg Larsson
4074,6485178,Fredrik Backman
4075,3363844,Henning Koch
4126,4698899,Hiromu Arakawa
4132,643126,Muriel Barbery
4135,1063732,Paula Hawkins
4146,3504,Jacquelyn Mitchard
4162,879,Plato
4232,7154109,Ava Dellaira
4250,4037220,Miguel de Cervantes Saavedra
4277,4575371,Katie McGarry
4302,18149,Tess Gerritsen
4312,4279785,Wendy Higgins
4331,1077326,J.K. Rowling
4356,4735144,Jay Kristoff
4410,6872556,P.L. Travers
4411,915108,Mary Shepard
4431,4012,Wilkie Collins
4432,87184,Laura Joffe Numeroff
4442,3371,Dave Eggers
4536,25052,Brandon Mull
4582,108424,Patrick Rothfuss
4589,5989,Jane Yolen
4649,25838,Sam McBratney
4650,63392,Anita Jeram
4694,5300,Laura Ingalls Wilder
4733,24690,John D. MacDonald
4745,3956,Christopher Hitchens
4765,28710,Dennis O'Neil
4847,4826,Frances Mayes
4859,3487324,Fiona Stafford
4887,64709,Clement C. Moore
4930,26372,Kathy Reichs
4949,1244538,Pam Munoz Ryan
4950,38120,Brian Selznick
4951,16024,Greg Bear
4967,3927354,Anna Todd
4997,4197526,Richard Francis Burton
5064,696372,Alexandra Adornetto
5073,28186,Anthony Doerr
5085,28828,Vincent Bugliosi
5086,61345,Curt Gentry
5100,2778055,Kurt Vonnegut Jr.
5133,625,Nora Roberts
5150,5754446,Voltaire
5161,3190,F. Scott Fitzgerald
5176,3099544,Victoria Schwab
5193,721,John Grisham
5194,566,Paulo Coelho
5240,5293,Robert Ludlum
5334,6649,Stephen Colbert
5338,13608,Phyllis Reynolds Naylor
5367,15085,Frank Miller
5369,1383409,Andrew  Smith
5396,3953,William Makepeace Thackeray
5408,18411,Clive Cussler
5487,4487674,Moira Young
5496,10003,Laurie Halse Anderson
5517,6549285,Amy Ewing
5518,164576,Suzanne Young
5521,1370283,Brent Weeks
5522,6988,Bram Stoker
5543,40593,Gabrielle Zevin
5545,13957,Scott Westerfeld
5562,3502,Alice Hoffman
5608,432859,Jennifer Brown
5636,12696,Jerry Spinelli
5698,5152,Vladimir Nabokov
5725,12898,Stephen Chbosky
5728,15872,Rick Riordan
5754,1353301,V.C. Andrews
5802,23509,Jean Craighead George
5811,3095893,Stephanie Perkins
5887,1973,Tracy Chevalier
5932,32590,Anthony Horowitz
5942,6160,Sophie Kinsella
5948,13661,Victor Hugo
5952,819789,J.D. Salinger
5986,8546,Julie Powell
5990,4370,Elizabeth Wurtzel
5992,11291,Chimamanda Ngozi Adichie
6041,11679,Elizabeth Gilbert
6049,4785,Alexandre Dumas
6056,204966,Matt de la Pena
6081,1285555,Jose Saramago
6083,1448,Karen Joy Fowler
6107,137902,Richelle Mead
6148,16881,Peter Ackroyd
6166,2086916,Brandon Dorman
6193,21981,Robin Wasserman
6223,432,Ayn Rand
6237,7956,Mary Roach
6239,6134,Arundhati Roy
6249,5770,Ian Edginton
6264,56224,Ally Carter
6305,957894,Albert Camus
6311,5421,Carolyn G. Heilbrun
6339,1406384,John Green
6366,357601,Rachel Hartman
6376,306,William Golding
6399,298438,Kerstin Gier
6403,61388,Tim Sale
6409,3345,Joseph Conrad
6421,57501,Michael Frayn
6423,17065,J.D. Robb
6492,3090,Helen Fielding
6514,3379564,Alice Clayton
6520,2041,Frances Hodgson Burnett
6537,113936,Meg Wolitzer
6571,13663,Kate DiCamillo
6572,1354902,Bagram Ibatoulline
6589,4917067,Colleen McCullough
6593,2751,Bret Easton Ellis
6623,9355,Dean Koontz
6630,6569,Louis Sachar
6635,4065222,Matthew    Ward
6652,61368,Mike Perkins
6662,4261,Allen Ginsberg
6685,2238,Isabel Allende
6703,941441,Stephenie Meyer
6705,10746,Jim Butcher
6719,15149526,Trevor Noah
